1,Tech expert says hidden iPhone setting doubles battery life,Mysterious object that appears in religious art that show Jesus really was magic
,A carving is displayed on the door of the Santa Sabina Church in Rome showing Jesus using a wand to raise Lazarus from the dead and turning water into wine. The carving was created on a wooden door in 432 AD which is displayed in the Santa Sabina Church in Rome,Researchers had previously suggested Orkney (pictured) as this area has several advanced neolithic structures such as the Ring of Brodgar Skara Brae and the Stones of Steness (shown on map)
50,Mysterious object that appears in religious art that show Jesus really was magic,Stonehenge mystery deepens: Scientists say the altar stone did NOT come from Orkney as claimed - as the hunt for its place of origin continues
,https://raw.githubusercontent.com/ayainfida/news-scrapper/main/output/images/www.dailymail.co.uk/Science/image_21.jpg,https://raw.githubusercontent.com/ayainfida/news-scrapper/main/output/images/www.dailymail.co.uk/Science/image_92.jpg
,A carving is displayed on the door of the Santa Sabina Church in Rome showing Jesus using a wand to raise Lazarus from the dead and turning water into wine. The carving was created on a wooden door in 432 AD which is displayed in the Santa Sabina Church in Rome,nan
51,Mysterious object that appears in religious art that show Jesus really was magic,Stonehenge mystery deepens: Scientists say the altar stone did NOT come from Orkney as claimed - as the hunt for its place of origin continues
,https://raw.githubusercontent.com/ayainfida/news-scrapper/main/output/images/www.dailymail.co.uk/Science/image_21.jpg,https://raw.githubusercontent.com/ayainfida/news-scrapper/main/output/images/www.dailymail.co.uk/Science/image_93.jpg
,A carving is displayed on the door of the Santa Sabina Church in Rome showing Jesus using a wand to raise Lazarus from the dead and turning water into wine. The carving was created on a wooden door in 432 AD which is displayed in the Santa Sabina Church in Rome,During analysis in the lab (pictured) a previous study found a remarkable similarity with the Old Red Sandstone of the Orcadian Basin in northeast Scotland. Researchers had therefore thought that Orkney itself would be the most probable origin
52,Mysterious object that appears in religious art that show Jesus really was magic,Stonehenge mystery deepens: Scientists say the altar stone did NOT come from Orkney as claimed - as the hunt for its place of origin continues
,https://raw.githubusercontent.com/ayainfida/news-scrapper/main/output/images/www.dailymail.co.uk/Science/image_21.jpg,https://raw.githubusercontent.com/ayainfida/news-scrapper/main/output/images/www.dailymail.co.uk/Science/image_94.jpg
,A carving is displayed on the door of the Santa Sabina Church in Rome showing Jesus using a wand to raise Lazarus from the dead and turning water into wine. The carving was created on a wooden door in 432 AD which is displayed in the Santa Sabina Church in Rome,Stonehenge (pictured) is one of the most prominent prehistoric monuments in Britain
53,Mysterious object that appears in religious art that show Jesus really was magic,Stonehenge mystery deepens: Scientists say the altar stone did NOT come from Orkney as claimed - as the hunt for its place of origin continues
,https://raw.githubusercontent.com/ayainfida/news-scrapper/main/output/images/www.dailymail.co.uk/Science/image_21.jpg,https://raw.githubusercontent.com/ayainfida/news-scrapper/main/output/images/www.dailymail.co.uk/Science/image_95.jpg
,A carving is displayed on the door of the Santa Sabina Church in Rome showing Jesus using a wand to raise Lazarus from the dead and turning water into wine. The carving was created on a wooden door in 432 AD which is displayed in the Santa Sabina Church in Rome,Last month the plot thickened as scientists made a bombshell discovery that the stone circle's altar stone (pictured beneath two large sarsen stones) could be traced back to Scotland rather than Wales
54,Mysterious object that appears in religious art that show Jesus really was magic,Stonehenge mystery deepens: Scientists say the altar stone did NOT come from Orkney as claimed - as the hunt for its place of origin continues
,https://raw.githubusercontent.com/ayainfida/news-scrapper/main/output/images/www.dailymail.co.uk/Science/image_21.jpg,https://raw.githubusercontent.com/ayainfida/news-scrapper/main/output/images/www.dailymail.co.uk/Science/image_96.jpg
,A carving is displayed on the door of the Santa Sabina Church in Rome showing Jesus using a wand to raise Lazarus from the dead and turning water into wine. The carving was created on a wooden door in 432 AD which is displayed in the Santa Sabina Church in Rome,The origin of Stonehenge's iconic standing stones has baffled archaeologists for hundreds of years
55,Mysterious object that appears in religious art that show Jesus really was magic,Stonehenge mystery deepens: Scientists say the altar stone did NOT come from Orkney as claimed - as the hunt for its place of origin continues
,https://raw.githubusercontent.com/ayainfida/news-scrapper/main/output/images/www.dailymail.co.uk/Science/image_21.jpg,https://raw.githubusercontent.com/ayainfida/news-scrapper/main/output/images/www.dailymail.co.uk/Science/image_97.jpg
,A carving is displayed on the door of the Santa Sabina Church in Rome showing Jesus using a wand to raise Lazarus from the dead and turning water into wine. The carving was created on a wooden door in 432 AD which is displayed in the Santa Sabina Church in Rome,The stone (circled in red) is still likely to have come from the area that encompasses parts of Inverness Thurso Orkney and parts of Shetland
56,Mysterious object that appears in religious art that show Jesus really was magic,Stonehenge mystery deepens: Scientists say the altar stone did NOT come from Orkney as claimed - as the hunt for its place of origin continues
,https://raw.githubusercontent.com/ayainfida/news-scrapper/main/output/images/www.dailymail.co.uk/Science/image_21.jpg,https://raw.githubusercontent.com/ayainfida/news-scrapper/main/output/images/www.dailymail.co.uk/Science/image_98.jpg
,A carving is displayed on the door of the Santa Sabina Church in Rome showing Jesus using a wand to raise Lazarus from the dead and turning water into wine. The carving was created on a wooden door in 432 AD which is displayed in the Santa Sabina Church in Rome,Mineral analysis of the Orkney stones (pictured) reveals that the type of Old Red Sandstone in this area does not match that found in the altar stone
57,Mysterious object that appears in religious art that show Jesus really was magic,Stonehenge mystery deepens: Scientists say the altar stone did NOT come from Orkney as claimed - as the hunt for its place of origin continues
,https://raw.githubusercontent.com/ayainfida/news-scrapper/main/output/images/www.dailymail.co.uk/Science/image_21.jpg,https://raw.githubusercontent.com/ayainfida/news-scrapper/main/output/images/www.dailymail.co.uk/Science/image_99.jpg
,A carving is displayed on the door of the Santa Sabina Church in Rome showing Jesus using a wand to raise Lazarus from the dead and turning water into wine. The carving was created on a wooden door in 432 AD which is displayed in the Santa Sabina Church in Rome,The researchers analysed samples taken from Orkney's largest stone circle Ring of Brodgar (pictured) and others to see if it would be a match for the Stonehenge altar stone
58,Mysterious object that appears in religious art that show Jesus really was magic,Revealed: The key sign that indicates a woman might be a PSYCHOPATH
,https://raw.githubusercontent.com/ayainfida/news-scrapper/main/output/images/www.dailymail.co.uk/Science/image_21.jpg,https://raw.githubusercontent.com/ayainfida/news-scrapper/main/output/images/www.dailymail.co.uk/Science/image_101.jpg
,A carving is displayed on the door of the Santa Sabina Church in Rome showing Jesus using a wand to raise Lazarus from the dead and turning water into wine. The carving was created on a wooden door in 432 AD which is displayed in the Santa Sabina Church in Rome,While most of these on-screen psychopaths are male studies have shown that female psychopaths are more common than we think. Pictured: Jodie Comer as Villanelle in Killing Eve
59,Mysterious object that appears in religious art that show Jesus really was magic,Revealed: The key sign that indicates a woman might be a PSYCHOPATH
,https://raw.githubusercontent.com/ayainfida/news-scrapper/main/output/images/www.dailymail.co.uk/Science/image_21.jpg,https://raw.githubusercontent.com/ayainfida/news-scrapper/main/output/images/www.dailymail.co.uk/Science/image_102.jpg
,A carving is displayed on the door of the Santa Sabina Church in Rome showing Jesus using a wand to raise Lazarus from the dead and turning water into wine. The carving was created on a wooden door in 432 AD which is displayed in the Santa Sabina Church in Rome,Researchers from the University of Sao Paulo say that women who use minimal makeup are more likely to have this dark personality trait (stock image)
60,Mysterious object that appears in religious art that show Jesus really was magic,Mysterious object that appears in religious art that show Jesus really was magic
,https://raw.githubusercontent.com/ayainfida/news-scrapper/main/output/images/www.dailymail.co.uk/Science/image_22.jpg,https://raw.githubusercontent.com/ayainfida/news-scrapper/main/output/images/www.dailymail.co.uk/Science/image_23.jpg
